review_body,language,true_stars,action,pred_rating,decoded_output,prompt,llm_name_used
Bien pero no ocupa toda la pantalla ni las esquinas...,es,3,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Bien pero no ocupa toda la pantalla ni las esquinas...""
Salida (1–5 solamente): 1.
Reseña: ""Eres un clasificador estricto. Lee","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Bien pero no ocupa toda la pantalla ni las esquinas...""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"El producto no me a llegado. Tardaba un montón en llegar al final me lo olvidé de el y a día de hoy no me a llegado, lo pedí en diciembre.",es,1,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""El producto no me a llegado. Tardaba un montón en llegar al final me lo olvidé de el y a día de hoy no me a llegado, lo pedí en diciembre.""
Salida (1–5 solamente): 1.
Reseña: ""El producto no me a llegado. Tard","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""El producto no me a llegado. Tardaba un montón en llegar al final me lo olvidé de el y a día de hoy no me a llegado, lo pedí en diciembre.""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Will plug in and it wont charge. And I keep having to readjust it to make sure it charges.,en,1,0,1,"You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Will plug in and it wont charge. And I keep having to readjust it to make sure it charges.""
Output (1–5 only): 1","You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Will plug in and it wont charge. And I keep having to readjust it to make sure it charges.""
Output (1–5 only):",Qwen/Qwen2.5-3B
"le produit commander n'est pas du tout celui , j'ai reçu . il ne correspond pas du tout a la photo.... tanpis",fr,1,0,1,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""le produit commander n'est pas du tout celui , j'ai reçu . il ne correspond pas du tout a la photo.... tanpis""
Sortie (1–5 uniquement) : 1
Avis : ""le produit commander n'est pas du tout celui , j'ai re","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""le produit commander n'est pas du tout celui , j'ai reçu . il ne correspond pas du tout a la photo.... tanpis""
Sortie (1–5 uniquement) :",Qwen/Qwen2.5-3B
Envio super rápido .Contacté con el vendedor y me respondió bastante rápido . El producto tal y como aparece en imágenes.Bien embalado y conforme a lo que yo me esperaba. Lo recomiendo sin duda alguna .,es,5,0,5,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Envio super rápido .Contacté con el vendedor y me respondió bastante rápido . El producto tal y como aparece en imágenes.Bien embalado y conforme a lo que yo me esperaba. Lo recomiendo sin duda alguna .""
Salida (1–5 solamente): 5
Reseña: ""Envío rápido, producto como se ve en la foto, muy","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Envio super rápido .Contacté con el vendedor y me respondió bastante rápido . El producto tal y como aparece en imágenes.Bien embalado y conforme a lo que yo me esperaba. Lo recomiendo sin duda alguna .""
Salida (1–5 solamente):",Qwen/Qwen2.5-3B
打开包装膜，没有完形填空，请解决一下！！！！！,zh,1,0,1,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""打开包装膜，没有完形填空，请解决一下！！！！！""
输出（只能是 1–5）: 1

评论: ""包装膜打开，没有完形填空，请解决一下！！！！","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""打开包装膜，没有完形填空，请解决一下！！！！！""
输出（只能是 1–5）:",Qwen/Qwen2.5-3B
"Its just mass produced parm. That said, 3 of these is great for bulk buyers.",en,4,0,3,"You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Its just mass produced parm. That said, 3 of these is great for bulk buyers.""
Output (1–5 only): 3","You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Its just mass produced parm. That said, 3 of these is great for bulk buyers.""
Output (1–5 only):",Qwen/Qwen2.5-3B
表明看起来大气，用了一个月，触摸开关不灵敏，又过了两周，一点反应没有，又过了退换货的时间，打算联系厂商维修，产品质量如此，估计售后服务也好不到哪里。此款灯一句话：中看不中用！,zh,2,1,4,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""表明看起来大气，用了一个月，触摸开关不灵敏，又过了两周，一点反应没有，又过了退换货的时间，打算联系厂商维修，产品质量如此，估计售后服务也好不到哪里。此款灯一句话：中看不中用！""
输出（只能是 1–5）: 4

评论: ""很好的款","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""表明看起来大气，用了一个月，触摸开关不灵敏，又过了两周，一点反应没有，又过了退换货的时间，打算联系厂商维修，产品质量如此，估计售后服务也好不到哪里。此款灯一句话：中看不中用！""
输出（只能是 1–5）:",TinyLlama/TinyLlama-1.1B-Chat-v1.0
床垫质量没话说，特别舒服，大牌子的货就是不同！包装很严密，没任何破损！很满意！但对商家的物流管理不是很满意，本来约好什么时候，不能按约定时间送货。反馈客服，客服态度好~马上帮我处理！给32赞！,zh,5,1,4,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""床垫质量没话说，特别舒服，大牌子的货就是不同！包装很严密，没任何破损！很满意！但对商家的物流管理不是很满意，本来约好什么时候，不能按约定时间送货。反馈客服，客服态度好~马上帮我处理！给32赞！""
输出（只能是 1–5）: 4

评论: ""��������","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""床垫质量没话说，特别舒服，大牌子的货就是不同！包装很严密，没任何破损！很满意！但对商家的物流管理不是很满意，本来约好什么时候，不能按约定时间送货。反馈客服，客服态度好~马上帮我处理！给32赞！""
输出（只能是 1–5）:",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Klein und handlich. Ausreichend für Camping und Reisen. Bei ersten einschalten roch der Föhn so als würde er jeden Moment durchbrennen ! Nochmals Kaufen 🤔 nur wenn’s nichts besseres gibt .....,de,4,0,3,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Klein und handlich. Ausreichend für Camping und Reisen. Bei ersten einschalten roch der Föhn so als würde er jeden Moment durchbrennen ! Nochmals Kaufen 🤔 nur wenn’s nichts besseres gibt .....""
Ausgabe (nur 1–5): 3","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Klein und handlich. Ausreichend für Camping und Reisen. Bei ersten einschalten roch der Föhn so als würde er jeden Moment durchbrennen ! Nochmals Kaufen 🤔 nur wenn’s nichts besseres gibt .....""
Ausgabe (nur 1–5):",Qwen/Qwen2.5-3B
Il sont solides pour l'usage que l'on en fait. Pratiques et tenant peu de place ces sacs sont très bien.,fr,4,0,5,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Il sont solides pour l'usage que l'on en fait. Pratiques et tenant peu de place ces sacs sont très bien.""
Sortie (1–5 uniquement) : 5
Avis : ""Ces sacs sont très bien. Ils sont solides et","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Il sont solides pour l'usage que l'on en fait. Pratiques et tenant peu de place ces sacs sont très bien.""
Sortie (1–5 uniquement) :",Qwen/Qwen2.5-3B
3か月でリングが取れました。10月に購入し1月にアンカーリングがもげました。通常に使用,ja,2,0,3,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""3か月でリングが取れました。10月に購入し1月にアンカーリングがもげました。通常に使用""
出力（1〜5 のみ）: 3","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""3か月でリングが取れました。10月に購入し1月にアンカーリングがもげました。通常に使用""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
ボディーはプラスチックのバージョンを是非開発して下さい。,ja,1,0,1,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""ボディーはプラスチックのバージョンを是非開発して下さい。""
出力（1〜5 のみ）: 1","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""ボディーはプラスチックのバージョンを是非開発して下さい。""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
"Funciona correctamente, las aplicaciones van bien las fotografías decentes. La única pega es que la batería dura poco hay que estar siempre pendiente de la carga, por lo demás bien. Se echa de menos que la pantalla sea un poco más grande, aunque está curvada la imagen no llega a la curva, eso decepciona un poco. Va a ser difícil encontrar un protector de pantalla que se adapte bien por la curvatura.",es,3,1,3,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Funciona correctamente, las aplicaciones van bien las fotografías decentes. La única pega es que la batería dura poco hay que estar siempre pendiente de la carga, por lo demás bien. Se echa de menos que la pantalla sea un poco más grande, aunque está curvada la imagen no llega a la curva, eso decepciona un poco. Va a ser difícil encontrar un protector de pantalla que se adapte bien por la curvatura.""
Salida (1–5 solamente): 3.
Reseña: ""La pantalla es muy hermosa, pero no","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Funciona correctamente, las aplicaciones van bien las fotografías decentes. La única pega es que la batería dura poco hay que estar siempre pendiente de la carga, por lo demás bien. Se echa de menos que la pantalla sea un poco más grande, aunque está curvada la imagen no llega a la curva, eso decepciona un poco. Va a ser difícil encontrar un protector de pantalla que se adapte bien por la curvatura.""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
好吃一点没有猴头菇的味道对肠胃效果没感觉,zh,5,1,5,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""好吃一点没有猴头菇的味道对肠胃效果没感觉""
输出（只能是 1–5）: 5

评论: ""很好吃，","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""好吃一点没有猴头菇的味道对肠胃效果没感觉""
输出（只能是 1–5）:",TinyLlama/TinyLlama-1.1B-Chat-v1.0
实在太失望，这本书放了太久了吧，后面都破了，第一次在亚马逊买到破书，伐开心。,zh,1,0,1,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""实在太失望，这本书放了太久了吧，后面都破了，第一次在亚马逊买到破书，伐开心。""
输出（只能是 1–5）: 1

评论: ""太失望了，这本书放了太久了吧，后面都破了","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""实在太失望，这本书放了太久了吧，后面都破了，第一次在亚马逊买到破书，伐开心。""
输出（只能是 1–5）:",Qwen/Qwen2.5-3B
省電のために、led電球を購入しました。明るさは普通の電球より暗いですが、十分明るいと思います。玄関やトイレ、洗面所など全部これを取り付けました。,ja,5,1,5,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""省電のために、led電球を購入しました。明るさは普通の電球より暗いですが、十分明るいと思います。玄関やトイレ、洗面所など全部これを取り付けました。""
出力（1〜5 のみ）: 1 2 3 4 5 

```

In this example,","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""省電のために、led電球を購入しました。明るさは普通の電球より暗いですが、十分明るいと思います。玄関やトイレ、洗面所など全部これを取り付けました。""
出力（1〜5 のみ）:",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"Emballage un peu léger, petite boîte et le carton très simple blanc uni . Format petit modele .je pense Trop cher . cadeau pour Noël",fr,2,0,1,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Emballage un peu léger, petite boîte et le carton très simple blanc uni . Format petit modele .je pense Trop cher . cadeau pour Noël""
Sortie (1–5 uniquement) : 1
Avis : ""Emballage un peu léger, petite boîte et","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Emballage un peu léger, petite boîte et le carton très simple blanc uni . Format petit modele .je pense Trop cher . cadeau pour Noël""
Sortie (1–5 uniquement) :",Qwen/Qwen2.5-3B
"Un coup de coeur malgré une pixelisation des lames (d'où une étoile en moins dû à la qualité). Un oracle attachant aux belles illustrations, au coeur de Marie. Je recommande!",fr,4,1,4,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Un coup de coeur malgré une pixelisation des lames (d'où une étoile en moins dû à la qualité). Un oracle attachant aux belles illustrations, au coeur de Marie. Je recommande!""
Sortie (1–5 uniquement) : 4.
Avis : ""Un coup de coeur malgré une pixelisation des l","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Un coup de coeur malgré une pixelisation des lames (d'où une étoile en moins dû à la qualité). Un oracle attachant aux belles illustrations, au coeur de Marie. Je recommande!""
Sortie (1–5 uniquement) :",TinyLlama/TinyLlama-1.1B-Chat-v1.0
ich brauche eine Rechnung,de,5,1,1,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""ich brauche eine Rechnung""
Ausgabe (nur 1–5): ""1""
Ausgabe (nur 1–5): ""1""
Ausgabe","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""ich brauche eine Rechnung""
Ausgabe (nur 1–5):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"Versand ging super schnell , schneller als erwartet knapp 4 Tage. Für 20 Euro kann man garnichts falsch machen , schön Edel geschmückt sieht er aus wie ein teurer vom Baumarkt.",de,4,0,5,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Versand ging super schnell , schneller als erwartet knapp 4 Tage. Für 20 Euro kann man garnichts falsch machen , schön Edel geschmückt sieht er aus wie ein teurer vom Baumarkt.""
Ausgabe (nur 1–5): 5","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Versand ging super schnell , schneller als erwartet knapp 4 Tage. Für 20 Euro kann man garnichts falsch machen , schön Edel geschmückt sieht er aus wie ein teurer vom Baumarkt.""
Ausgabe (nur 1–5):",Qwen/Qwen2.5-3B
こんな大容量は自宅に配達してくれる、アマゾンに限ります。家族で使用しているので、あっという間に使いきってしまい、よく注文しています。,ja,5,0,4,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""こんな大容量は自宅に配達してくれる、アマゾンに限ります。家族で使用しているので、あっという間に使いきってしまい、よく注文しています。""
出力（1〜5 のみ）: 4
レビュー: ""この商品は、予想以上に良いです。""
出力","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""こんな大容量は自宅に配達してくれる、アマゾンに限ります。家族で使用しているので、あっという間に使いきってしまい、よく注文しています。""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
"Ich habe zum ersten mal etwas von dieser Autorin gelesen und ich bin begeistert! Die Atmosphäre ist einfach mysteriös und etwas schaurig und ich fand es sehr spannend. Ich persönlich habe sehr schnell gemerkt was dort vor sich geht, aber es tut dem Buch echt keinen Abbruch. Das Ende wird wunderbar beschrieben und obwohl ich sowieso schon geahnt hatte was dort passiert, war ich trotzdem überrascht 😊 Ich kann es 100% weiterempfehlen! Und werde mir auch die anderen Bücher der Autorin kaufen.",de,5,0,1,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Ich habe zum ersten mal etwas von dieser Autorin gelesen und ich bin begeistert! Die Atmosphäre ist einfach mysteriös und etwas schaurig und ich fand es sehr spannend. Ich persönlich habe sehr schnell gemerkt was dort vor sich geht, aber es tut dem Buch echt keinen Abbruch. Das Ende wird wunderbar beschrieben und obwohl ich sowieso schon geahnt hatte was dort passiert, war ich trotzdem überrascht 😊 Ich kann es 100% weiterempfehlen! Und werde mir auch die anderen Bücher der Autorin kaufen.""
Ausgabe (nur 1–5): 1","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Ich habe zum ersten mal etwas von dieser Autorin gelesen und ich bin begeistert! Die Atmosphäre ist einfach mysteriös und etwas schaurig und ich fand es sehr spannend. Ich persönlich habe sehr schnell gemerkt was dort vor sich geht, aber es tut dem Buch echt keinen Abbruch. Das Ende wird wunderbar beschrieben und obwohl ich sowieso schon geahnt hatte was dort passiert, war ich trotzdem überrascht 😊 Ich kann es 100% weiterempfehlen! Und werde mir auch die anderen Bücher der Autorin kaufen.""
Ausgabe (nur 1–5):",Qwen/Qwen2.5-3B
Producto sin problemas. El resto lo escribo porque Amazon me obliga a un número mínimo de palabras. 3 2 1.,es,5,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Producto sin problemas. El resto lo escribo porque Amazon me obliga a un número mínimo de palabras. 3 2 1.""
Salida (1–5 solamente): 1.
Salida (1–5): 1.
Salida (1–","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Producto sin problemas. El resto lo escribo porque Amazon me obliga a un número mínimo de palabras. 3 2 1.""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Ne colle pas et très facile à nettoyer,fr,5,1,1,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Ne colle pas et très facile à nettoyer""
Sortie (1–5 uniquement) : 1.
Avis : ""Ne colle pas et très facile à nettoyer""","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Ne colle pas et très facile à nettoyer""
Sortie (1–5 uniquement) :",TinyLlama/TinyLlama-1.1B-Chat-v1.0
La maîtresse de fiston nous a demandé sur la liste de rentrée scolaire ce dictionnaire. Il est bien fichu et est un poil moins cher que dans les grandes surface! N'hésitez pas à cliquer sur utile si c'est le cas ;) Merci !,fr,5,1,4,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""La maîtresse de fiston nous a demandé sur la liste de rentrée scolaire ce dictionnaire. Il est bien fichu et est un poil moins cher que dans les grandes surface! N'hésitez pas à cliquer sur utile si c'est le cas ;) Merci !""
Sortie (1–5 uniquement) : 4.
Avis : ""Ce dictionnaire est très bien. Il est très bien","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""La maîtresse de fiston nous a demandé sur la liste de rentrée scolaire ce dictionnaire. Il est bien fichu et est un poil moins cher que dans les grandes surface! N'hésitez pas à cliquer sur utile si c'est le cas ;) Merci !""
Sortie (1–5 uniquement) :",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"really pretty bag, definitely reusable. Was looking for a big gift bag and thought this would turn out a bit bigger than it did. Using it anyways",en,4,0,4,"You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""really pretty bag, definitely reusable. Was looking for a big gift bag and thought this would turn out a bit bigger than it did. Using it anyways""
Output (1–5 only): 4","You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""really pretty bag, definitely reusable. Was looking for a big gift bag and thought this would turn out a bit bigger than it did. Using it anyways""
Output (1–5 only):",Qwen/Qwen2.5-3B
I assume it works but didn't receive test packets.,en,2,0,3,"You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""I assume it works but didn't receive test packets.""
Output (1–5 only): 3","You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""I assume it works but didn't receive test packets.""
Output (1–5 only):",Qwen/Qwen2.5-3B
遊び始めて１０秒ほどで魚が取れました。 数え切れないほどの猫のおもちゃを購入してきましたが、こんなにすぐに壊れたのは初めてです。 遅かれ早かれこうなる運命ですが、あまりの早さにびっくりです。 魚の中で結び目が一回あるだけで、魚の縫い目も荒いので、紐が抜けるのは当然です。 リボンも何もついてない魚だけのデンタルおもちゃがお気に入りで、同じものが見つからずこちらを購入したので別にいいのですが、猫じゃらしとしては耐久性に難ありです。 持ち手もリボンもついてなくて、似たようなのが500円弱でしたので、それよりはこちらの方が安いですし、これはこれでありかと思います。 猫はさっそくちょいちょいして、飛ばして追いかけて楽しんでます。,ja,2,0,3,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""遊び始めて１０秒ほどで魚が取れました。 数え切れないほどの猫のおもちゃを購入してきましたが、こんなにすぐに壊れたのは初めてです。 遅かれ早かれこうなる運命ですが、あまりの早さにびっくりです。 魚の中で結び目が一回あるだけで、魚の縫い目も荒いので、紐が抜けるのは当然です。 リボンも何もついてない魚だけのデンタルおもちゃがお気に入りで、同じものが見つからずこちらを購入したので別にいいのですが、猫じゃらしとしては耐久性に難ありです。 持ち手もリボンもついてなくて、似たようなのが500円弱でしたので、それよりはこちらの方が安いですし、これはこれでありかと思います。 猫はさっそくちょいちょいして、飛ばして追いかけて楽しんでます。""
出力（1〜5 のみ）: 3","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""遊び始めて１０秒ほどで魚が取れました。 数え切れないほどの猫のおもちゃを購入してきましたが、こんなにすぐに壊れたのは初めてです。 遅かれ早かれこうなる運命ですが、あまりの早さにびっくりです。 魚の中で結び目が一回あるだけで、魚の縫い目も荒いので、紐が抜けるのは当然です。 リボンも何もついてない魚だけのデンタルおもちゃがお気に入りで、同じものが見つからずこちらを購入したので別にいいのですが、猫じゃらしとしては耐久性に難ありです。 持ち手もリボンもついてなくて、似たようなのが500円弱でしたので、それよりはこちらの方が安いですし、これはこれでありかと思います。 猫はさっそくちょいちょいして、飛ばして追いかけて楽しんでます。""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
一次买了八本书请朋友从国内带到德国，打开第一本发现这样的问题，觉得很遗憾。。。,zh,2,0,1,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""一次买了八本书请朋友从国内带到德国，打开第一本发现这样的问题，觉得很遗憾。。。""
输出（只能是 1–5）: 1

评论: ""第一次来，服务态度很好，价格实惠，下次还会来""
","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""一次买了八本书请朋友从国内带到德国，打开第一本发现这样的问题，觉得很遗憾。。。""
输出（只能是 1–5）:",Qwen/Qwen2.5-3B
"No lo he podido jugar, tenia que llegar el día 4 de julio y ni ha llegado, ni responden a los mensajes.",es,1,0,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""No lo he podido jugar, tenia que llegar el día 4 de julio y ni ha llegado, ni responden a los mensajes.""
Salida (1–5 solamente): 1
Reseña: ""No lo he podido jugar, tenia que llegar el día","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""No lo he podido jugar, tenia que llegar el día 4 de julio y ni ha llegado, ni responden a los mensajes.""
Salida (1–5 solamente):",Qwen/Qwen2.5-3B
iPhone8+で使用。ケース使うとLightningに刺せないものがあり、延長できると知って本品購入。 なぜか認識したりしなかったりで安定して使えない。改善を求めたいな。,ja,2,0,3,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""iPhone8+で使用。ケース使うとLightningに刺せないものがあり、延長できると知って本品購入。 なぜか認識したりしなかったりで安定して使えない。改善を求めたいな。""
出力（1〜5 のみ）: 3","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""iPhone8+で使用。ケース使うとLightningに刺せないものがあり、延長できると知って本品購入。 なぜか認識したりしなかったりで安定して使えない。改善を求めたいな。""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
