text,label,lang,id
2019 Yılı Asgari Ücret Desteği,Government & Controls,Turkish,Turkey-6785
Gümrük müşavirliği ve yetkilendirilmiş gümrük müşavirliği asgari ücret tarifesine ilişkin tebliğde değişiklik yapılmasına dair tebliğ,Government & Controls,Turkish,Turkey-7352
Sağlık,Industry,Turkish,Turkey-9032
Gelir Vergisi Kanunu'nda küçük ama anlamlı bir düzenleme: Kreş Teşviki,Tax & Accounting,Turkish,Turkey-8448
Gümrük Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik,Tax & Accounting,Turkish,Turkey-7755
Kayıtdışı İstihdamla Mücadele ile ilgili SGK’nın 2015/25 sayılı Genelgesinde Değişiklik Hk.,Finance,Turkish,Turkey-6763
Taşımacılık ve Lojistik,Industry,Turkish,Turkey-9547
Döviz Düşsün Enerjimiz Düşmesin – 85 Sayılı Karar’ın Enerji Sektörüne Etkisi,Industry,Turkish,Turkey-8613
Zamanaşımı Süresi Dolan SGK Prim ve Diğer Alacakları,Finance,Turkish,Turkey-6784
KDV ÖTV ve Tapu Harcı uygulamalarına ilişkin 287 sayılı Cumhurbaşkanı Kararı ÖTV ve Tapu Harcı uygulamalarına ilişkin 287 sayılı ,Industry,Turkish,Turkey-7260
"E-Fatura, E-Arşiv Fatura ve E-Defter Uygulamalarına Zorunlu Olarak Dahil Olması Gereken Mükellefler Hakkında Duyuru",Tax & Accounting,Turkish,Turkey-6663
"İnternet, telekomünikasyon sektörünü değiştiriyor",Technology,Turkish,Turkey-6025
İthalatta Gözetim Uygulanmasına İlişkin Tebliğ (Tebliğ No: 2019/1)’de Değişiklik,Tax & Accounting,Turkish,Turkey-7815
İthalat Rejimi Kararına Ek Karar Yayınlanmıştır.,Tax & Accounting,Turkish,Turkey-8197
İthalatta gözetim uygulanmasına ilişkin tebliğ (tebliğ no: 2007/34)'in yürürlükten kaldırılmasına dair tebliğ,Tax & Accounting,Turkish,Turkey-7359
RDP Bağlantılarında MITM Saldırıları,Technology,Turkish,Turkey-8590
MUHSGK Uygulamasında Ücret Gizliliğine İlişkin Ayrı Şifre Alınması Hk.,Tax & Accounting,Turkish,Turkey-6849
Suistimal Risk Yönetimi,Government & Controls,Turkish,Turkey-6348
2017/32 sayılı ithalatta haksız rekabetin önlenmesine ilişkin tebliğ,Tax & Accounting,Turkish,Turkey-7344
İthalatta Korunma Önlemlerine İlişkin Tebliğ (No: 2018/5),Tax & Accounting,Turkish,Turkey-7523
Çin Malezya ve Hindistan menşeli 5202.47 GTİP'li polyester düz ipliklerin ithalatında dampinge karşı verginin devamı ,Tax & Accounting,Turkish,Turkey-8165
COVID-19 İşveren Bilgilendirme Rehberi - 9,Business & Management,Turkish,Turkey-6730
Türkiye portföy yönetimi sektöründe potansiyeli ile gelişmekte olan ülkeler arasında ön plana çıkıyor,Finance,Turkish,Turkey-6014
Kur etkisi ile bozulmuş bilançoları güçlendirmeye dönük öneriler (1),Tax & Accounting,Turkish,Turkey-8843
Avrupa Elektrik ve Yenilenebilir Enerji Sektöründe Birleşme ve Satın Almalar 2017,Finance,Turkish,Turkey-8922
İthalatta Gözetim Uygulamasına İlişkin Tebliğ (Tebliğ no:2018/9),Tax & Accounting,Turkish,Turkey-7460
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (2019/29),Tax & Accounting,Turkish,Turkey-7650
COVID-19: Operasyonlar ve Tedarik Zinciri Etkisi,Industry,Turkish,Turkey-6447
İthalat Rejimi Kararına Ek Karar (Karar Sayısı:2348),Tax & Accounting,Turkish,Turkey-7784
Pan Avrupa Akdeniz Tercihli Menşe Kurallarına Dair Bölgesel Konvansiyon Kapsamı Ticarette Eşyanın Tercihli Menşeinin Tespiti Hakkında Yönetmelikte Değişiklik Yapılmasına Dair Yönetmelik,Tax & Accounting,Turkish,Turkey-7547
TBB Risk Merkezi Denetimi,Tax & Accounting,Turkish,Turkey-8882
7256 Sayılı Kanun’un Vergi Düzenlemeleri,Tax & Accounting,Turkish,Turkey-7153
Benzin ve L.P.G Türevlerinde ÖTV Artışı,Tax & Accounting,Turkish,Turkey-8005
Vergi hizmetleri,Tax & Accounting,Turkish,Turkey-9013
IFRS Pocket Guide 2016,Tax & Accounting,Turkish,Turkey-6566
Kurumsal İstihbarat,Business & Management,Turkish,Turkey-6345
ÖTV Tutarları,Tax & Accounting,Turkish,Turkey-7931
Geçici İthal Edilen Kara Taşıtlarına İlişkin Gümrük Genel Tebliği (Seri No:1)'nde Değişiklik Yapılmasına Dair Tebliğ (Seri No:5),Tax & Accounting,Turkish,Turkey-7409
Değerli Konut Vergisi değerlerini davaya götürmek  için süreyi kaçırmayın!,Government & Controls,Turkish,Turkey-8837
L.P.G.’de ÖTV İndirimi,Tax & Accounting,Turkish,Turkey-7918
İthalatta Gözetim Uygulamasına İlişkin Tebliğ (Tebliğ No 2017/2)'de Değişiklik Yapılmasına Dair Tebliğ,Tax & Accounting,Turkish,Turkey-7459
UFRS / TFRS Bülteni - Şubat 2016,Tax & Accounting,Turkish,Turkey-6536
Gayrimenkulde Gelişen Trendler Avrupa 2017,Industry,Turkish,Turkey-5985
İthalatta Kota Ve Tarife Kontenjanı İdaresine İlişkin Tebliğ (Tebliğ No: 2020/1),Tax & Accounting,Turkish,Turkey-7682
Yeni Gelir İdaresi Özelgeleri (2019.2),Tax & Accounting,Turkish,Turkey-7132
20. Küresel CEO Araştırması: İlaç ve Yaşam Bilimi sektörü kilit bulguları,Industry,Turkish,Turkey-9572
Kovid-19 Kapsamında Turizm Sektörünü İlgilendiren Vergisel Tedbirler-2,Industry,Turkish,Turkey-7158
UFRS / TFRS Bülteni - Temmuz 2015,Tax & Accounting,Turkish,Turkey-6543
Kurumlar vergisi oranı yüksek mi?,Tax & Accounting,Turkish,Turkey-8698
Bazı Alacakların Yeniden Yapılandırılmasına İlişkin 7256 Sayılı Kanun Genel Tebliği,Tax & Accounting,Turkish,Turkey-9357
UFRS / TFRS Bülteni - Temmuz 2016 / Özel Sayı,Tax & Accounting,Turkish,Turkey-6508
UFRS / TFRS Bülteni - Ağustos 2016,Tax & Accounting,Turkish,Turkey-6506
Hariçte İşleme Rejimi Tebliği (İhracat: 2007/5)’nde Değişiklik (İhracat: 2019/10),Tax & Accounting,Turkish,Turkey-7759
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2018/37),Tax & Accounting,Turkish,Turkey-7482
Özel sermaye şirketleri için denetimler,Tax & Accounting,Turkish,Turkey-6466
Damga vergisinden müstesna kâğıda ilişkin fesihnamenin damga vergisi,Tax & Accounting,Turkish,Turkey-8651
Bulut’ta Raporlama,Technology,Turkish,Turkey-6391
İthalat Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik,Tax & Accounting,Turkish,Turkey-7801
Ar-Ge Teşvikinde Ne Yapılabilir?,Business & Management,Turkish,Turkey-8640
Şirket birleşme ve satın almaları vergi hizmetleri,Finance,Turkish,Turkey-7071
İthalat Rejimi Kararına Ek Karar,Tax & Accounting,Turkish,Turkey-7779
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No:2018/16),Tax & Accounting,Turkish,Turkey-7493
Sermaye Piyasası Kanunu’nda Yapılacak Değişiklikleri İçeren Kanun Teklifi Meclis’e Sunuldu,Finance,Turkish,Turkey-9414
7103 sayılı Kanun’un vergi düzenlemeleri,Tax & Accounting,Turkish,Turkey-8638
Emeklilik Hesaplama,Business & Management,Turkish,Turkey-6188
Gelir Vergisi Tarifesi,Tax & Accounting,Turkish,Turkey-8343
2019 Yılı Mali Tatilinde Sosyal Güvenlik Uygulamaları,Finance,Turkish,Turkey-8463
Sermaye Hareketleri Genelgesi’nde Değişiklik Yapıldı,Finance,Turkish,Turkey-9410
Alkollü İçecekler ve Tütün Mamullerinde Uygulanan Maktu ÖTV Tutarlarında ÜFE Artışı,Tax & Accounting,Turkish,Turkey-7948
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (No: 2020/23),Tax & Accounting,Turkish,Turkey-7838
Perakende Mal Satışları ile Hizmet İfalarına İlişkin Mali Rapor Bildirim Kılavuzu,Tax & Accounting,Turkish,Turkey-6673
Dijitalleşme Yolculuğunda İhtiyaç Duyacağınız Yetkinlikleri Şimdiden Geliştirin,Business & Management,Turkish,Turkey-8605
7143 Sayılı Kanuna Göre SGK Borçlarının Yapılandırılmasına İlişkin Genelge,Finance,Turkish,Turkey-6751
MUHSGK Uygulamasında VKN ile SGK İşyeri Sicil Numaralarının Eşleştirilmesi,Finance,Turkish,Turkey-6904
Sigorta Primi Teşviklerinden Yanlış ve Yersiz Yararlanan İşverenlere Yönelik e-Bildirge Sisteminde Getirilen Kontrol,Finance,Turkish,Turkey-6919
İthalatta haksız rekabetin önlenmesine ilişkin tebliğ (Tebliğ no: 2018/4),Tax & Accounting,Turkish,Turkey-7516
Transfer Fiyatlandırması Eğitimleri,Tax & Accounting,Turkish,Turkey-8307
Blockchain teknolojisi: Sigortacılıkta yeni yaklaşımlar için katalizör,Technology,Turkish,Turkey-9044
Ar-Ge/Tasarım Merkezlerinde Uzaktan Çalışma Uygulaması 31 Ağustos 2020'ye Uzatıldı,Business & Management,Turkish,Turkey-7042
İthalatta Korunma Önlemlerine İlişkin Tebliğ(Tebliğ No: 2017/12),Tax & Accounting,Turkish,Turkey-7524
VERBİS Kayıt süresi uzatıldı,Government & Controls,Turkish,Turkey-9429
Gümrük Genel Tebliği (Tır İşlemleri) (Seri No: 1)’nde Değişiklik ( Seri No: 7),Tax & Accounting,Turkish,Turkey-7597
Sağlık Sektörünün Yeni Oyuncuları Küresel Tüketiciyle Tanışıyor,Industry,Turkish,Turkey-9038
Sağlık İlaç ve Yaşam Bilimleri Sektörü,Industry,Turkish,Turkey-9033
Sigortacılık ve bireysel emeklilik,Finance,Turkish,Turkey-9041
Moldova Cumhuriyeti Menşeli Bazı Tarım Ürünleri İthalatında Tarife Kontenjanı Uygulamasına İlişkin Tebliğde Değişiklik Yapılmasına Dair Tebliğ,Tax & Accounting,Turkish,Turkey-7542
Türkiye’de Doğalgaz Piyasasının Liberalleşmesi Raporu,Industry,Turkish,Turkey-8920
e-Defterleriniz güvende mi? (1),Tax & Accounting,Turkish,Turkey-8655
PwC siber güvenlikte küresel potansiyele sahip  geleceğin en iyi on şirketini arıyor,Technology,Turkish,Turkey-5995
İthalatta haksız rekabetin önlenmesine ilişkin tebliğ (Tebliğ no: 2018/2),Tax & Accounting,Turkish,Turkey-7503
(Y)etkin İK Blog,Business & Management,Turkish,Turkey-6958
KDV-3 Sisteminde Yeni Raporlama Zorunluluğu,Tax & Accounting,Turkish,Turkey-7907
İhracat Transit Ticaret İhracat Sayılan Satış ve Teslimler ile Döviz Kazandırıcı Hizmet ve Faaliyetlerde Vergi Resim ve Harç İstisnası Hakkında Tebliğ (İhracat: 2017/4) Yayımlandı ,Tax & Accounting,Turkish,Turkey-8188
TMS’ye Göre Finansal Tablo Hazırlaması Zorunlu Şirketler,Tax & Accounting,Turkish,Turkey-8355
İthalat rejimi kararina ek karar (karar  no: 2017/10310),Tax & Accounting,Turkish,Turkey-8200
Kamu Alacaklarının Yeniden Yapılandırılması Kanunu  (Yurt Dışı Bazı Kazançlarda İstisna),Tax & Accounting,Turkish,Turkey-7250
İthalatta Korunma Önlemlerine İlişkin Tebliğ (Tebliğ No: 2019/2),Tax & Accounting,Turkish,Turkey-7676
Taşımacılık ve Lojistik,Industry,Turkish,Turkey-9061
İran menşeli çerçevesiz cam aynaların ithalatında uygulanacak kotaya ilişkin dağıtım ile ilgili usul ve esaslar,Tax & Accounting,Turkish,Turkey-8195
"Cumhurbaşkanı 19 sayılı, 9 Ağustos 2018 tarihli kararı İthalat Rejimi Kararına Ek Karar",Tax & Accounting,Turkish,Turkey-7401
Telekoma Bakış: Yazılım tanımlı operatör,Technology,Turkish,Turkey-9075
2019 Sağlık ve ilaç sektörü trendleri,Industry,Turkish,Turkey-9598
Açık Bankacılık: Dünya ve Türkiye,Finance,Turkish,Turkey-9444
16 Yaş ve Üzeri Araçların Hurdaya Ayrılmasında ÖTV İndirimi,Tax & Accounting,Turkish,Turkey-7883
Proje Yönetimi Hizmetleri,Business & Management,Turkish,Turkey-6592
İthalatta Gözetim Uygulamasına İlişkin Danıştay VDDK Kararı,Tax & Accounting,Turkish,Turkey-9453
Pan Avrupa Akdeniz Tercihli Menşe Kurallarına Dair Bölgese Konvansiyon Kapsamı Ticarette Eşyanın Tercihli Menşenin Tespiti Hakkında Yönetmelikte Değişiklik Yapılmasına Dair Yönetmelik,Tax & Accounting,Turkish,Turkey-7546
Gümrük Genel Tebliği (Yetkilendirilmiş Gümrük Müşavirliği)’nde Değişiklik Yapılmıştır,Tax & Accounting,Turkish,Turkey-8123
İran Menşeli Polyester Elyaf İthalatında Koruma Önlemi Uzatıldı.,Tax & Accounting,Turkish,Turkey-8194
Neden yapay zekâ ve robotbilim yeni sağlık sektörünü şekillendirecek?,Industry,Turkish,Turkey-9036
Tıbbi Cihaz Satış Reklam ve Tanıtım Yönetmeliğinde Değişiklik,Industry,Turkish,Turkey-8247
Gümrük Uzlaşma Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik Yayımlandı,Tax & Accounting,Turkish,Turkey-9386
Ödeme Hizmetleri ve Elektronik Para İhracı Nedir?,Finance,Turkish,Turkey-6604
COVID-19 İşveren Bilgilendirme Rehberi - 5,Business & Management,Turkish,Turkey-6726
Gayrimenkul Gelirleri ve Yeni(den) Gelir Vergisi Kanunu Tasarısı-1,Industry,Turkish,Turkey-8553
LIBOR’a Veda - I: Dünyanın En Önemli Rakamı Değişiyor,Finance,Turkish,Turkey-9456
Kurumlar vergisi beyan dönemi hatırlatmaları (1),Tax & Accounting,Turkish,Turkey-8690
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2019/37),Tax & Accounting,Turkish,Turkey-7846
PwC 21. Küresel CEO Araştırması: Gayrimenkul sektörü sonuçları,Industry,Turkish,Turkey-9582
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2008/29)’de Değişiklik Yapılmasına Dair Tebliğ,Tax & Accounting,Turkish,Turkey-7485
Türkiye-KKTC Sosyal Güvenlik Anlaşması,Finance,Turkish,Turkey-6809
Perakende ve tüketici ürünleri,Industry,Turkish,Turkey-9017
İthalatta Kota ve Tarife Kontenjanı İdaresine İlişkin Tebliğ (Tebliğ no: 2018/2),Tax & Accounting,Turkish,Turkey-7530
Değerli konut vergisi uygulamasında tereddüt yaratan önemli konular,Industry,Turkish,Turkey-8548
UFRS 16/TFRS 16 “Kiralamalar”,Tax & Accounting,Turkish,Turkey-6482
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (2019/6),Tax & Accounting,Turkish,Turkey-7653
20. Küresel CEO Araştırması: Bankacılık ve sermaye piyasaları kilit bulguları,Finance,Turkish,Turkey-9571
İthalatta Gözetim Uygulanmasına İlişkin Tebliğ (Tebliğ No: 2017/4)’de Değişiklik Yapılmasına Dair Tebliğ,Tax & Accounting,Turkish,Turkey-7475
İthalat Rejimi Kararına Ek Karar,Tax & Accounting,Turkish,Turkey-7781
Dijital Dünyada Güven Araştırması 2018,Technology,Turkish,Turkey-6641
Spora vergi desteği yürürlükte milli takım tatilde,Tax & Accounting,Turkish,Turkey-8750
Risklerin Yönetilmesi ve Kanunlara Uyumluluğun Sağlanması,Government & Controls,Turkish,Turkey-6930
Eyvah Evimin Değeri Düştü!  Evimin Değeri Düştü!,Industry,Turkish,Turkey-8411
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (No: 2020/22),Tax & Accounting,Turkish,Turkey-7837
Denetim ve mevzuata uyum,Government & Controls,Turkish,Turkey-6291
Tek Taraflı olarak Tanınan Tercihli Rejim Uyg. Yararlanan Eşyanın Menşeinin Tespiti,Tax & Accounting,Turkish,Turkey-7698
Seçilmiş Gelir İdaresi Özelgeleri,Tax & Accounting,Turkish,Turkey-8736
20. Küresel CEO Araştırması: Telekomünikasyon Kilit Bulguları,Technology,Turkish,Turkey-9577
İlave 6 Puanlık Bölgesel Sigorta Primi Teşvikinde (I) ve (II) Sayılı Listedeki İller İçin Uygulama Süresi Uzatıldı,Finance,Turkish,Turkey-6758
İthalatta Korunma Önlemlerine İlişkin Tebliğ (no:2018/1),Tax & Accounting,Turkish,Turkey-7521
Tüzel Kişiler Arasında Borçlanma İşlemlerinin Tefecilik Suçu Kapsamında Değerlendirilmesi,Government & Controls,Turkish,Turkey-9461
Stratejik İş Gücü Planlama Araştırması,Business & Management,Turkish,Turkey-6926
Yönetmelik ve Standartlara Uyum,Government & Controls,Turkish,Turkey-6639
PwC 23. Küresel CEO Araştırması Dünya Ekonomik Forumu Yıllık Toplantısı’nda Açıklandı,Business & Management,Turkish,Turkey-6049
Yeni Vergi Yasası Teklifinde Gayrimenkul Vergileri,Industry,Turkish,Turkey-8573
Kömür İthalatında Ek Mali Yükümlülük Konulması Hakkında Kararda Değişiklik Yapılmasına İlişkin 197 Sayılı Cumhurbaşkanı Kararı,Tax & Accounting,Turkish,Turkey-7540
Seçilmiş Gelir İdaresi Özelgeleri,Tax & Accounting,Turkish,Turkey-8744
İthalatta Alınan İlave Gümrük Vergilerinin Uygulanması Dair Teblig Kaldırılmıştır,Tax & Accounting,Turkish,Turkey-7628
Yeni Kıdem Tazminatı Tavanı ve Çocuk Zammı Tutarları,Business & Management,Turkish,Turkey-7325
Bilgi Teknolojileri Hizmet Sürekliliği Hizmetleri,Technology,Turkish,Turkey-6588
Cep Telefonu Harç Tutarında Artış,Technology,Turkish,Turkey-7898
Finans Hukuku,Finance,Turkish,Turkey-9533
İthalatta Kota ve Tarife Kontenjanı İdaresine İlişkin Tebliğ (Tebliğ No:2020/5),Tax & Accounting,Turkish,Turkey-7867
Arjantin ve Ruanda ile Yapılan ÇVÖ Anlaşmalarının Onaylanmasının Uygun Bulunduğuna İlişkin Kanunlar,Tax & Accounting,Turkish,Turkey-7154
Mali tablolar standartlarını arıyor,Tax & Accounting,Turkish,Turkey-8432
Tapu Harcında ve Konut Teslimlerinde Uygulanan KDV’de Oran Değişikliği,Industry,Turkish,Turkey-7284
“Ce” işareti taşıması gereken bazı ürünlerin ithalat denetimi tebliği (ürün güvenliği ve denetimi: 2017/9) yayımlanmıştır.,Tax & Accounting,Turkish,Turkey-8157
Aile şirketleri ve gelecek kuşak için 10 altın kural,Business & Management,Turkish,Turkey-6959
CEO’lar 2018 için ihtiyatlı iyimserlikte doruk yaptı,Business & Management,Turkish,Turkey-6022
Covid-19 Salgını Sürecinde Kira Sözleşmelerinin Değerlendirilmesi (Webex),Tax & Accounting,Turkish,Turkey-9558
Borsa Yatırım Fonlarının Geleceği,Finance,Turkish,Turkey-9081
Mali İşler Dönüşüm Yol Haritası,Business & Management,Turkish,Turkey-6399
Kişisel verilerin korunması kanunu ve insan kaynakları süreçlerine etkisi,Business & Management,Turkish,Turkey-6975
Vergi Ödemeleri 2020 Raporu,Tax & Accounting,Turkish,Turkey-8374
KDV Genel Uygulama Tebliğinde Değişiklik Yapılmasına Dair 16 Seri No.lu Tebliğ,Tax & Accounting,Turkish,Turkey-8020
Finansal Raporlama Danışmanlığı Hizmetleri,Tax & Accounting,Turkish,Turkey-6475
Pil ve Akümülatörlerin İthalat Denetimi Tebliği,Tax & Accounting,Turkish,Turkey-7548
Çevrenin korunması yönünden kontrol altında tutulan kimyasalların ithalat denetimi tebliği  (ürün güvenliği ve denetimi: 2017/6) yayımlanmıştır.,Tax & Accounting,Turkish,Turkey-8162
Rulmanların ithalatında gözetim  uygulanmasına ilişkin tebliğ (tebliğ no:2017/1),Tax & Accounting,Turkish,Turkey-8238
Sporcu Ücretlerinden Kesilen Vergilerin İadesine İlişkin Yönetmelik,Tax & Accounting,Turkish,Turkey-7281
Gümrük Uzlaşma Yönetmeliğinde Değişiklik,Tax & Accounting,Turkish,Turkey-7751
ÖTV Tutarları,Tax & Accounting,Turkish,Turkey-7932
Çifte vergilemeyi önleme anlaşmalarının uygulamasında önemli değişiklik,Tax & Accounting,Turkish,Turkey-8649
Benzin türevlerinde ÖTV artışı,Tax & Accounting,Turkish,Turkey-8004
Serbest bölgelerdeki faaliyetler ile ilgili tüm ödemelerin dövizle veya Türk Lirası yapılabilmesi,Finance,Turkish,Turkey-8243
Patates İthalatında Tarife Kontenjanı Uygulamasına İlişkin Tebliğ,Tax & Accounting,Turkish,Turkey-7692
Dövizle borçlanma sınırlamaları uluslararası gayrimenkul yatırımcılarına ne mesaj veriyor?,Industry,Turkish,Turkey-8549
E-Fatura İptal Portalı,Tax & Accounting,Turkish,Turkey-8359
Özel sermaye,Finance,Turkish,Turkey-9005
Vergi Güvenlik Önlemi mi Ek Vergileme mi?,Tax & Accounting,Turkish,Turkey-8767
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2018/11),Tax & Accounting,Turkish,Turkey-7489
7166 Sayılı Kanun’un Vergi Düzenlemeleri,Tax & Accounting,Turkish,Turkey-7091
UFRS / TFRS Bülteni - Aralık 2014,Tax & Accounting,Turkish,Turkey-6498
7103 Kanun Numaralı Sigorta Primi Teşviki,Finance,Turkish,Turkey-6747
IFRS 9 Projeleri,Tax & Accounting,Turkish,Turkey-8881
Gelir Vergisi Genel Tebliği (Seri No: 311),Tax & Accounting,Turkish,Turkey-7165
Gelir Vergisi Genel Tebliği,Tax & Accounting,Turkish,Turkey-7240
2020 Yılında Uygulanacak KDV İade Alt Sınırı,Tax & Accounting,Turkish,Turkey-7888
Matrah artırımını kaçırmayın: Aftan yararlanmak şirket değerini artırır,Tax & Accounting,Turkish,Turkey-8848
İthalatta Gözetim Uygulanmasına İlişkin Tebliğ (Tebliğ No: 2018/14),Tax & Accounting,Turkish,Turkey-7472
UFRS / TFRS Bülteni - Ağustos - Eylül 2020,Tax & Accounting,Turkish,Turkey-6512
Şirketinizi başarıya ulaştırmak için,Business & Management,Turkish,Turkey-6292
Faaliyet Raporu ve Diğer Muhasebe Danışmanlığı Hizmetleri,Tax & Accounting,Turkish,Turkey-6473
İthalatta haksız rekabetin önlenmesine ilişkin tebliğ (Tebliğ no: 2018/21),Tax & Accounting,Turkish,Turkey-7497
Bilançonun kaptanı CFO belirsizliği yenebilecek mi?,Tax & Accounting,Turkish,Turkey-8403
Vergi Teknolojileri Bültenleri,Tax & Accounting,Turkish,Turkey-6661
İşgücü talepleri değişiyor,Business & Management,Turkish,Turkey-8888
"Geçici Vergi Beyan Süresi,Geçici Vergi Beyan Süresi",Tax & Accounting,Turkish,Turkey-8106
Özel Tüketim Vergisi (IV) sayılı liste uygulama genel tebliğinde değişiklik yapılmasına dair tebliğ (seri no: 1),Tax & Accounting,Turkish,Turkey-7373
Bazı tarım ürünlerinin ihracatında ve ithalatında ticari kalite denetimi tebliği (ürün güvenliği ve denetimi: 2017/21) yayımlanmıştır.,Tax & Accounting,Turkish,Turkey-8153
PwC'nin son araştırmasına göre; Türkiye'de eğlence ve medya sektöründe internet kullanımı daha hızlı büyüyor,Industry,Turkish,Turkey-6010
L.P.G.’de ÖTV Artırımı,Tax & Accounting,Turkish,Turkey-8029
Polietilen Tereftalat (PET) İthalatında Tarife Kontenjanı Uygulanması Hakkında Karar,Tax & Accounting,Turkish,Turkey-8235
Yabancı Personele Ödenen Ücretin Vergilendirilmesi (1),Tax & Accounting,Turkish,Turkey-8452
Vergiye Uyumlu Mükelleflerin Vergi Borçlarının Tecili Esasları,Tax & Accounting,Turkish,Turkey-7302
20 soruda plastik poşet vergisi,Tax & Accounting,Turkish,Turkey-8624
Yağlık Ayçiçeği Tohumu İthalatında Tarife Kontenjanı Uygulaması Hakkında Karar (NO: 1021),Tax & Accounting,Turkish,Turkey-7703
UFRS / TFRS Bülteni - Temmuz 2020,Tax & Accounting,Turkish,Turkey-6532
Çevrenin Korunması Yönünden Kontrol Altında Tutulan Kimyasalların Yakıtların İthalat Denetimi Tebliği,Tax & Accounting,Turkish,Turkey-7400
KDV İade Rehberi,Tax & Accounting,Turkish,Turkey-6198
Gümrük Genel Tebliği (Gümrük İşlemleri) (Seri No :102)'nde Değişiklik Yapılmasına Dair Tebliğ (Gümrük İşlemleri) (Seri No: 154),Tax & Accounting,Turkish,Turkey-7418
Elektrik ve altyapı,Industry,Turkish,Turkey-8901
UFRS / TFRS Bülteni - Ekim - Kasım 2020,Tax & Accounting,Turkish,Turkey-6517
Küresel Eğlence ve Medyaya Bakış 2017-2021 Raporu Talep Formu,Industry,Turkish,Turkey-8895
İthalatta Korunma Önlemlerine İlişkin Tebliğ (Tebliğ No:2019/4),Tax & Accounting,Turkish,Turkey-7608
Covid – 19 Salgını Kapsamında Yönetim Kurulu Üyelerinin Sorumluluğu,Business & Management,Turkish,Turkey-9364
Vergi Borcu Olanların İlanına İlişkin Genel Tebliğ,Tax & Accounting,Turkish,Turkey-7120
4458 S. Gümrük Kanununun Bazı Maddelerinin Uygulanması Hakkında Kararda Değişiklik,Tax & Accounting,Turkish,Turkey-7711
Yeni Kıdem Tazminatı Tavanı ve Çocuk Zammı Tutarları,Business & Management,Turkish,Turkey-7139
COVID-19’un Genel Kurul Toplantılarına Etkisi,Business & Management,Turkish,Turkey-9452
Türkiye-Macaristan Sosyal Güvenlik Anlaşmasının Uygulama Esasları,Finance,Turkish,Turkey-6811
7194 Sayılı Kanun’un Vergi Düzenlemeleri,Tax & Accounting,Turkish,Turkey-7095
UFRS / TFRS Bülteni - Ocak 2015,Tax & Accounting,Turkish,Turkey-6551
Denetim ve güvence hizmetleri ,Tax & Accounting,Turkish,Turkey-6470
20. Küresel CEO Araştırması: Perakende ve Tüketici Ürünleri sektörü kilit bulguları,Industry,Turkish,Turkey-9573
PwC Türkiye İnsan Kaynakları Bilgi Toplama Formu,Business & Management,Turkish,Turkey-8381
Tıbbi Sülük (Hirudo Verbana) İhracat Kotasının Tahsisi Hakkında Tebliğ Yayınlanmıştır,Tax & Accounting,Turkish,Turkey-8249
İthalat rejimi kararına ek kararda değişiklik yapılmasına dair karar yayınlanmıştır.,Tax & Accounting,Turkish,Turkey-8205
Vergiden Müstesna Yurt Dışı Gündelikleri,Tax & Accounting,Turkish,Turkey-7301
495 Sıra No’lu Vergi Usul Kanunu,Tax & Accounting,Turkish,Turkey-6679
E-fatura ve E-arşiv faturada son durum,Tax & Accounting,Turkish,Turkey-8514
Türkiye Cumhuriyeti ve Moğolistan Sosyal Güvenlik Anlaşması,Finance,Turkish,Turkey-6868
Covid-19 Salgını Kapsamında İş Sözleşmelerinin Feshi Fesih Yasağı Ücretsiz İzin ve Nakdi Yardım Uygulamaları (Webex),Business & Management,Turkish,Turkey-9551
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2019/33),Tax & Accounting,Turkish,Turkey-7842
Mükellef Hakları Kurulunun Kuruluşu,Tax & Accounting,Turkish,Turkey-7192
Ürün Güvenliği ve Denetimi: 2020/3’nde Değişiklik,Tax & Accounting,Turkish,Turkey-7879
Bilgi Teknolojileri Uyum ve Denetim Hizmetleri,Technology,Turkish,Turkey-6590
Değerli Konut Vergisi İtirazları İçin Zamanımız Var,Industry,Turkish,Turkey-9368
Kişisel Verileri Koruma Kurulu Kamuoyu Duyurusu,Government & Controls,Turkish,Turkey-9395
Yatırım Kazançlarında Vergileme 2020 Podcast Serisi,Tax & Accounting,Turkish,Turkey-8933
AB Parlamentosu’ndan Yeni İhbar Mekanizması Düzenlemesi: İhbarcıyı Nasıl Korursunuz?,Government & Controls,Turkish,Turkey-6352
